scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
samimiyetsiz-düşmanca,Restorandaki grup samimiyetsiz.,Restorandaki grup düşmanca.,Restorandaki grup samimiyetsiz değil.,Restorandaki grup düşmanca değil.,"Restorandaki grup samimiyetsiz, hatta düşmanca.","Restorandaki grup samimiyetsiz, belki de düşmanca.",Restorandaki grup samimiyetsiz ama düşmanca değil.,"Restorandaki grup düşmanca değil, hatta samimiyetsiz bile değil.","Restorandaki grup düşmanca değil, belki samimiyetsiz bile değil.",Restorandaki grup düşmanca değil ama samimiyetsiz.
samimiyetsiz-düşmanca,Hastane personeli samimiyetsiz.,Hastane personeli düşmancaydı.,Hastane personeli samimiyetsiz değil.,Hastane personeli düşmanca değil.,"Hastane personeli samimiyetsiz, hatta düşmancaydı.","Hastane personeli samimiyetsiz, belki de düşmancaydı.",Hastane personeli samimiyetsiz ama düşmanca değil.,"Hastane personeli düşmanca değil, hatta samimiyetsiz bile değil.","Hastane personeli düşmanca değil, belki samimiyetsiz bile değil.",Hastane personeli düşmanca değil ama samimiyetsiz.
samimiyetsiz-düşmanca,Eczacılar toplantısındaki tutum samimiyetsizdi.,Eczacılar toplantısındaki tutum düşmancaydı.,Eczacılar toplantısındaki tutum samimiyetsiz değildi.,Eczacılar toplantısındaki tutum düşmanca değildi.,"Eczacılar toplantısındaki tutum samimiyetsizdi, hatta düşmancaydı.","Eczacılar toplantısındaki tutum samimiyetsizdi, belki de düşmancaydı.",Eczacılar toplantısındaki tutum samimiyetsizdi ama düşmanca değildi.,"Eczacılar toplantısındaki tutum düşmanca değildi, hatta samimiyetsiz bile değildi.","Eczacılar toplantısındaki tutum düşmanca değildi, belki samimiyetsiz bile değildi.",Eczacılar toplantısındaki tutum düşmanca değildi ama samimiyetsizdi.
samimiyetsiz-düşmanca,Komşu teyzemizin tavrı samimiyetsiz.,Komşu teyzemizin tavrı düşmancaydı.,Komşu teyzemizin tavrı samimiyetsiz değil.,Komşu teyzemizin tavrı düşmanca değil.,"Komşu teyzemizin tavrı samimiyetsiz, hatta düşmancaydı.","Komşu teyzemizin tavrı samimiyetsiz, belki de düşmancaydı.",Komşu teyzemizin tavrı samimiyetsiz ama düşmanca değil.,"Komşu teyzemizin tavrı düşmanca değil, hatta samimiyetsiz bile değil.","Komşu teyzemizin tavrı düşmanca değil, belki samimiyetsiz bile değil.",Komşu teyzemizin tavrı düşmanca değil ama samimiyetsiz.
samimiyetsiz-düşmanca,Manavın bize karşı davranışları samimiyetsiz.,Manavın bize karşı davranışları düşmancaydı.,Manavın bize karşı davranışları samimiyetsiz değil.,Manavın bize karşı davranışları düşmanca değil.,"Manavın bize karşı davranışları samimiyetsiz, hatta düşmancaydı.","Manavın bize karşı davranışları samimiyetsiz, belki de düşmancaydı.",Manavın bize karşı davranışları samimiyetsiz ama düşmanca değil.,"Manavın bize karşı davranışları düşmanca değil, hatta samimiyetsiz bile değil.","Manavın bize karşı davranışları düşmanca değil, belki samimiyetsiz bile değil.",Manavın bize karşı davranışları düşmanca değil ama samimiyetsiz.
samimiyetsiz-düşmanca,Ev sahibinin yüksek kira almak için yaptıkları samimiyetsiz.,Ev sahibinin yüksek kira almak için yaptıkları düşmancaydı.,Ev sahibinin yüksek kira almak için yaptıkları samimiyetsiz değil.,Ev sahibinin yüksek kira almak için yaptıkları düşmanca değil.,"Ev sahibinin yüksek kira almak için yaptıkları samimiyetsiz, hatta düşmancaydı.","Ev sahibinin yüksek kira almak için yaptıkları samimiyetsiz, belki de düşmancaydı.",Ev sahibinin yüksek kira almak için yaptıkları samimiyetsiz ama düşmanca değil.,"Ev sahibinin yüksek kira almak için yaptıkları düşmanca değil, hatta samimiyetsiz bile değil.","Ev sahibinin yüksek kira almak için yaptıkları düşmanca değil, belki samimiyetsiz bile değil.",Ev sahibinin yüksek kira almak için yaptıkları düşmanca değil ama samimiyetsiz.
samimiyetsiz-düşmanca,Ekmek fırının sahipleri samimiyetsiz.,Ekmek fırının sahipleri düşmancaydı.,Ekmek fırının sahipleri samimiyetsiz değil.,Ekmek fırının sahipleri düşmanca değil.,"Ekmek fırının sahipleri samimiyetsiz, hatta düşmancaydı.","Ekmek fırının sahipleri samimiyetsiz, belki de düşmancaydı.",Ekmek fırının sahipleri samimiyetsiz ama düşmanca değil.,"Ekmek fırının sahipleri düşmanca değil, hatta samimiyetsiz bile değil.","Ekmek fırının sahipleri düşmanca değil, belki samimiyetsiz bile değil.",Ekmek fırının sahipleri düşmanca değil ama samimiyetsiz.
samimiyetsiz-düşmanca,Son toplantıdaki konuşmalar samimiyetsiz.,Son toplantıdaki konuşmalar düşmancaydı.,Son toplantıdaki konuşmalar samimiyetsiz değil.,Son toplantıdaki konuşmalar düşmanca değil.,"Son toplantıdaki konuşmalar samimiyetsiz, hatta düşmancaydı.","Son toplantıdaki konuşmalar samimiyetsiz, belki de düşmancaydı.",Son toplantıdaki konuşmalar samimiyetsiz ama düşmanca değil.,"Son toplantıdaki konuşmalar düşmanca değil, hatta samimiyetsiz bile değil.","Son toplantıdaki konuşmalar düşmanca değil, belki samimiyetsiz bile değil.",Son toplantıdaki konuşmalar düşmanca değil ama samimiyetsiz.
samimiyetsiz-düşmanca,At bakıcısı bize karşı samimiyetsizdi.,At bakıcısı bize karşı düşmancaydı.,At bakıcısı bize karşı samimiyetsiz değil.,At bakıcısı bize karşı düşmanca değil.,"At bakıcısı bize karşı samimiyetsizdi, hatta düşmancaydı.","At bakıcısı bize karşı samimiyetsizdi, belki de düşmancaydı.",At bakıcısı bize karşı samimiyetsizdi ama düşmanca değil.,"At bakıcısı bize karşı düşmanca değil, hatta samimiyetsiz bile değil.","At bakıcısı bize karşı düşmanca değil, belki samimiyetsiz bile değil.",At bakıcısı bize karşı düşmanca değil ama samimiyetsizdi.
samimiyetsiz-düşmanca,Geçen sene ziyaret ettiği arkadaşları samimiyetsizmiş.,Geçen sene ziyaret ettiği arkadaşları düşmancaymış.,Geçen sene ziyaret ettiği arkadaşları samimiyetsiz değilmiş.,Geçen sene ziyaret ettiği arkadaşları düşmanca değilmiş.,"Geçen sene ziyaret ettiği arkadaşları samimiyetsizmiş, hatta düşmancaymış.","Geçen sene ziyaret ettiği arkadaşları samimiyetsizmiş, belki de düşmancaymış.",Geçen sene ziyaret ettiği arkadaşları samimiyetsizmiş ama düşmanca değilmiş.,"Geçen sene ziyaret ettiği arkadaşları düşmanca değilmiş, hatta samimiyetsiz bile değilmiş.","Geçen sene ziyaret ettiği arkadaşları düşmanca değilmiş, belki samimiyetsiz bile değilmiş.",Geçen sene ziyaret ettiği arkadaşları düşmanca değilmiş ama samimiyetsizmiş.
samimiyetsiz-düşmanca,Sorumluların açıklamaları samimiyetsiz.,Sorumluların açıklamaları düşmanca.,Sorumluların açıklamaları samimiyetsiz değil.,Sorumluların açıklamaları düşmanca değil.,"Sorumluların açıklamaları samimiyetsiz, hatta düşmanca.","Sorumluların açıklamaları samimiyetsiz, belki de düşmanca.",Sorumluların açıklamaları samimiyetsiz ama düşmanca değil.,"Sorumluların açıklamaları düşmanca değil, hatta samimiyetsiz bile değil.","Sorumluların açıklamaları düşmanca değil, belki samimiyetsiz bile değil.",Sorumluların açıklamaları düşmanca değil ama samimiyetsiz.
samimiyetsiz-düşmanca,Ormandaki rehberimiz samimiyetsiz.,Ormandaki rehberimiz düşmancaydı.,Ormandaki rehberimiz samimiyetsiz değil.,Ormandaki rehberimiz düşmanca değil.,"Ormandaki rehberimiz samimiyetsiz, hatta düşmancaydı.","Ormandaki rehberimiz samimiyetsiz, belki de düşmancaydı.",Ormandaki rehberimiz samimiyetsiz ama düşmanca değil.,"Ormandaki rehberimiz düşmanca değil, hatta samimiyetsiz bile değil.","Ormandaki rehberimiz düşmanca değil, belki samimiyetsiz bile değil.",Ormandaki rehberimiz düşmanca değil ama samimiyetsiz.
samimiyetsiz-düşmanca,Yurtdışında yaşayan akrabalarımız bize karşı samimiyetsiz.,Yurtdışında yaşayan akrabalarımız bize karşı düşmanca.,Yurtdışında yaşayan akrabalarımız bize karşı samimiyetsiz değil.,Yurtdışında yaşayan akrabalarımız bize karşı düşmanca değil.,"Yurtdışında yaşayan akrabalarımız bize karşı samimiyetsiz, hatta düşmanca.","Yurtdışında yaşayan akrabalarımız bize karşı samimiyetsiz, belki de düşmanca.",Yurtdışında yaşayan akrabalarımız bize karşı samimiyetsiz ama düşmanca değil.,"Yurtdışında yaşayan akrabalarımız bize karşı düşmanca değil, hatta samimiyetsiz bile değil.","Yurtdışında yaşayan akrabalarımız bize karşı düşmanca değil, belki samimiyetsiz bile değil.",Yurtdışında yaşayan akrabalarımız bize karşı düşmanca değil ama samimiyetsiz.
samimiyetsiz-düşmanca,Yöneticinin çalışanlarına karşı olan tavrı samimiyetsiz.,Yöneticinin çalışanlarına karşı olan tavrı düşmancaydı.,Yöneticinin çalışanlarına karşı olan tavrı samimiyetsiz değil.,Yöneticinin çalışanlarına karşı olan tavrı düşmanca değil.,"Yöneticinin çalışanlarına karşı olan tavrı samimiyetsiz, hatta düşmancaydı.","Yöneticinin çalışanlarına karşı olan tavrı samimiyetsiz, belki de düşmancaydı.",Yöneticinin çalışanlarına karşı olan tavrı samimiyetsiz ama düşmanca değil.,"Yöneticinin çalışanlarına karşı olan tavrı düşmanca değil, hatta samimiyetsiz bile değil.","Yöneticinin çalışanlarına karşı olan tavrı düşmanca değil, belki samimiyetsiz bile değil.",Yöneticinin çalışanlarına karşı olan tavrı düşmanca değil ama samimiyetsiz.
samimiyetsiz-düşmanca,Son maçtaki hareketleri samimiyetsizmiş.,Son maçtaki hareketleri düşmancaymış.,Son maçtaki hareketleri samimiyetsiz değilmiş.,Son maçtaki hareketleri düşmanca değilmiş.,"Son maçtaki hareketleri samimiyetsizmiş, hatta düşmancaymış.","Son maçtaki hareketleri samimiyetsizmiş, belki de düşmancaymış.",Son maçtaki hareketleri samimiyetsizmiş ama düşmanca değilmiş.,"Son maçtaki hareketleri düşmanca değilmiş, hatta samimiyetsiz bile değilmiş.","Son maçtaki hareketleri düşmanca değilmiş, belki samimiyetsiz bile değilmiş.",Son maçtaki hareketleri düşmanca değilmiş ama samimiyetsizmiş.
samimiyetsiz-düşmanca,Son tartışmalar sonrasında aldığın pozisyon samimiyetsiz.,Son tartışmalar sonrasında aldığın pozisyon düşmancaydı.,Son tartışmalar sonrasında aldığın pozisyon samimiyetsiz değil.,Son tartışmalar sonrasında aldığın pozisyon düşmanca değil.,"Son tartışmalar sonrasında aldığın pozisyon samimiyetsiz, hatta düşmancaydı.","Son tartışmalar sonrasında aldığın pozisyon samimiyetsiz, belki de düşmancaydı.",Son tartışmalar sonrasında aldığın pozisyon samimiyetsiz ama düşmanca değil.,"Son tartışmalar sonrasında aldığın pozisyon düşmanca değil, hatta samimiyetsiz bile değil.","Son tartışmalar sonrasında aldığın pozisyon düşmanca değil, belki samimiyetsiz bile değil.",Son tartışmalar sonrasında aldığın pozisyon düşmanca değil ama samimiyetsiz.
samimiyetsiz-düşmanca,Polis memurunun olaya karşı bakış açısı samimiyetsiz.,Polis memurunun olaya karşı bakış açısı düşmancaydı.,Polis memurunun olaya karşı bakış açısı samimiyetsiz değil.,Polis memurunun olaya karşı bakış açısı düşmanca değil.,"Polis memurunun olaya karşı bakış açısı samimiyetsiz, hatta düşmancaydı.","Polis memurunun olaya karşı bakış açısı samimiyetsiz, belki de düşmancaydı.",Polis memurunun olaya karşı bakış açısı samimiyetsiz ama düşmanca değil.,"Polis memurunun olaya karşı bakış açısı düşmanca değil, hatta samimiyetsiz bile değil.","Polis memurunun olaya karşı bakış açısı düşmanca değil, belki samimiyetsiz bile değil.",Polis memurunun olaya karşı bakış açısı düşmanca değil ama samimiyetsiz.
samimiyetsiz-düşmanca,Başımıza gelenlere karşı duruşun samimiyetsiz.,Başımıza gelenlere karşı duruşun düşmancaydı.,Başımıza gelenlere karşı duruşun samimiyetsiz değil.,Başımıza gelenlere karşı duruşun düşmanca değil.,"Başımıza gelenlere karşı duruşun samimiyetsiz, hatta düşmancaydı.","Başımıza gelenlere karşı duruşun samimiyetsiz, belki de düşmancaydı.",Başımıza gelenlere karşı duruşun samimiyetsiz ama düşmanca değil.,"Başımıza gelenlere karşı duruşun düşmanca değil, hatta samimiyetsiz bile değil.","Başımıza gelenlere karşı duruşun düşmanca değil, belki samimiyetsiz bile değil.",Başımıza gelenlere karşı duruşun düşmanca değil ama samimiyetsiz.
samimiyetsiz-düşmanca,Yaşadığım sıkıntılara karşı bana olan bakış açın samimiyetsiz.,Yaşadığım sıkıntılara karşı bana olan bakış açın düşmancaydı.,Yaşadığım sıkıntılara karşı bana olan bakış açın samimiyetsiz değil.,Yaşadığım sıkıntılara karşı bana olan bakış açın düşmanca değil.,"Yaşadığım sıkıntılara karşı bana olan bakış açın samimiyetsiz, hatta düşmancaydı.","Yaşadığım sıkıntılara karşı bana olan bakış açın samimiyetsiz, belki de düşmancaydı.",Yaşadığım sıkıntılara karşı bana olan bakış açın samimiyetsiz ama düşmanca değil.,"Yaşadığım sıkıntılara karşı bana olan bakış açın düşmanca değil, hatta samimiyetsiz bile değil.","Yaşadığım sıkıntılara karşı bana olan bakış açın düşmanca değil, belki samimiyetsiz bile değil.",Yaşadığım sıkıntılara karşı bana olan bakış açın düşmanca değil ama samimiyetsiz.
samimiyetsiz-düşmanca,Bunca dert sahibi dostlarına karşı yaklaşımın samimiyetsiz.,Bunca dert sahibi dostlarına karşı yaklaşımın düşmancaydı.,Bunca dert sahibi dostlarına karşı yaklaşımın samimiyetsiz değil.,Bunca dert sahibi dostlarına karşı yaklaşımın düşmanca değil.,"Bunca dert sahibi dostlarına karşı yaklaşımın samimiyetsiz, hatta düşmancaydı.","Bunca dert sahibi dostlarına karşı yaklaşımın samimiyetsiz, belki de düşmancaydı.",Bunca dert sahibi dostlarına karşı yaklaşımın samimiyetsiz ama düşmanca değil.,"Bunca dert sahibi dostlarına karşı yaklaşımın düşmanca değil, hatta samimiyetsiz bile değil.","Bunca dert sahibi dostlarına karşı yaklaşımın düşmanca değil, belki samimiyetsiz bile değil.",Bunca dert sahibi dostlarına karşı yaklaşımın düşmanca değil ama samimiyetsiz.
samimiyetsiz-düşmanca,Akrabaların sana karşı samimiyetsiz.,Akrabaların sana karşı düşmancaydı.,Akrabaların sana karşı samimiyetsiz değil.,Akrabaların sana karşı düşmanca değil.,"Akrabaların sana karşı samimiyetsiz, hatta düşmancaydı.","Akrabaların sana karşı samimiyetsiz, belki de düşmancaydı.",Akrabaların sana karşı samimiyetsiz ama düşmanca değil.,"Akrabaların sana karşı düşmanca değil, hatta samimiyetsiz bile değil.","Akrabaların sana karşı düşmanca değil, belki samimiyetsiz bile değil.",Akrabaların sana karşı düşmanca değil ama samimiyetsiz.
samimiyetsiz-düşmanca,Patronun arkadaşlarına karşı olan tavrı samimiyetsizdi.,Patronun arkadaşlarına karşı olan tavrı düşmancaydı.,Patronun arkadaşlarına karşı olan tavrı samimiyetsiz değildi.,Patronun arkadaşlarına karşı olan tavrı düşmanca değildi.,"Patronun arkadaşlarına karşı olan tavrı samimiyetsizdi, hatta düşmancaydı.","Patronun arkadaşlarına karşı olan tavrı samimiyetsizdi, belki de düşmancaydı.",Patronun arkadaşlarına karşı olan tavrı samimiyetsizdi ama düşmanca değil.,"Patronun arkadaşlarına karşı olan tavrı düşmanca değil, hatta samimiyetsiz bile değil.","Patronun arkadaşlarına karşı olan tavrı düşmanca değil, belki samimiyetsiz bile değil.",Patronun arkadaşlarına karşı olan tavrı düşmanca değil ama samimiyetsizdi.
samimiyetsiz-düşmanca,Bu yaklaşım samimiyetsiz.,Bu yaklaşım düşmanca.,Bu yaklaşım samimiyetsiz değil.,Bu yaklaşım düşmanca değil.,"Bu yaklaşım samimiyetsiz, hatta düşmanca.","Bu yaklaşım samimiyetsiz, belki de düşmanca.",Bu yaklaşım samimiyetsiz ama düşmanca değil.,"Bu yaklaşım düşmanca değil, hatta samimiyetsiz bile değil.","Bu yaklaşım düşmanca değil, belki samimiyetsiz bile değil.",Bu yaklaşım düşmanca değil ama samimiyetsiz.
samimiyetsiz-düşmanca,Geçen toplantıdaki atmosfer samimiyetsizmiş.,Geçen toplantıdaki atmosfer düşmancaymış.,Geçen toplantıdaki atmosfer samimiyetsiz değilmiş.,Geçen toplantıdaki atmosfer düşmanca değilmiş.,"Geçen toplantıdaki atmosfer samimiyetsizmiş, hatta düşmancaymış.","Geçen toplantıdaki atmosfer samimiyetsizmiş, belki de düşmancaymış.",Geçen toplantıdaki atmosfer samimiyetsizmiş ama düşmanca değilmiş.,"Geçen toplantıdaki atmosfer düşmanca değilmiş, hatta samimiyetsiz bile değilmiş.","Geçen toplantıdaki atmosfer düşmanca değilmiş, belki samimiyetsiz bile değilmiş.",Geçen toplantıdaki atmosfer düşmanca değilmiş ama samimiyetsizmiş.
