scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
bazı-tüm,Mutlu bir aile kurmak ile ilgili bazı eğitmenler konuştu.,Mutlu bir aile kurmak ile ilgili tüm eğitmenler konuştu.,Mutlu bir aile kurmak ile ilgili hiçbir eğitmen konuşmadı.,Mutlu bir aile kurmak ile ilgili tüm eğitmenler konuşmadı.,"Mutlu bir aile kurmak ile ilgili bazı eğitmenler konuştu, hatta tüm eğitmenler konuştu.","Mutlu bir aile kurmak ile ilgili bazı eğitmenler konuştu, belki de tüm eğitmenler konuştu.",Mutlu bir aile kurmak ile ilgili bazı eğitmenler konuştu ama tüm eğitmenler konuşmadı.,"Mutlu bir aile kurmak ile ilgili tüm eğitmenler konuşmadı, hatta bazı eğitmenler bile konuşmadı.","Mutlu bir aile kurmak ile ilgili tüm eğitmenler konuşmadı, belki de bazı eğitmenler bile konuşmadı.",Mutlu bir aile kurmak ile ilgili tüm eğitmenler konuşmadı ama bazı eğitmenler konuştu.
bazı-tüm,Bazı icatlar dünyayı değiştirecek nitelikte.,Tüm icatlar dünyayı değiştirecek nitelikte.,Hiçbir icat dünyayı değiştirecek nitelikte değil.,Tüm icatlar dünyayı değiştirecek nitelikte değil.,"Bazı icatlar dünyayı değiştirecek nitelikte, hatta tüm icatlar dünyayı değiştirecek nitelikte.","Bazı icatlar dünyayı değiştirecek nitelikte, belki de tüm icatlar dünyayı değiştirecek nitelikte.",Bazı icatlar dünyayı değiştirecek nitelikte ama tüm icatlar dünyayı değiştirecek nitelikte değil.,"Tüm icatlar dünyayı değiştirecek nitelikte değil, hatta bazı icatlar bile dünyayı değiştirecek nitelikte değil.","Tüm icatlar dünyayı değiştirecek nitelikte değil, belki de bazı icatlar bile dünyayı değiştirecek nitelikte değil.",Tüm icatlar dünyayı değiştirecek nitelikte değil ama bazı icatlar dünyayı değiştirecek nitelikte.
bazı-tüm,Bazı insanlar yalnız kalmaktan hoşlanır.,Tüm insanlar yalnız kalmaktan hoşlanır.,Hiçbir insan yalnız kalmaktan hoşlanmaz.,Tüm insanlar yalnız kalmaktan hoşlanmaz.,"Bazı insanlar yalnız kalmaktan hoşlanır, hatta tüm insanlar hoşlanır.","Bazı insanlar yalnız kalmaktan hoşlanır, belki de tüm insanlar hoşlanır.",Bazı insanlar yalnız kalmaktan hoşlanır ama tüm insanlar yalnız kalmaktan hoşlanmaz.,"Tüm insanlar yalnız kalmaktan hoşlanmaz, hatta bazısı bile hoşlanmaz.","Tüm insanlar yalnız kalmaktan hoşlanmaz, belki de bazısı bile hoşlanmaz.",Tüm insanlar yalnız kalmaktan hoşlanmaz ama bazı insanlar yalnız kalmaktan hoşlanır.
bazı-tüm,Tesadüfler bazı olayları açıklar.,Tesadüfler tüm olayları açıklar.,Tesadüfler hiçbir olayı açıklamaz.,Tesadüfler tüm olayları açıklamaz.,"Tesadüfler bazı olayları açıklar, hatta tesadüfler tüm olayları açıklar.","Tesadüfler bazı olayları açıklar, belki de tesadüfler tüm olayları açıklar.",Tesadüfler bazı olayları açıklar ama tesadüfler tüm olayları açıklamaz.,"Tesadüfler tüm olayları açıklamaz, hatta bazı tesadüfler olayları açıklamaz.","Tesadüfler tüm olayları açıklamaz, belki de bazı tesadüfler olayları açıklamaz.",Tesadüfler tüm olayları açıklamaz ama bazı tesadüfler olayları açıklar.
bazı-tüm,Evrendeki bazı yıldızlar Güneş'ten küçük.,Evrendeki tüm yıldızlar Güneş'ten küçük.,Evrendeki hiçbir yıldız Güneş'ten küçük değil.,Evrendeki tüm yıldızlar Güneş'ten küçük değil.,"Evrendeki bazı yıldızlar Güneş'ten küçük, hatta tüm yıldızlar Güneş'ten küçük.","Evrendeki bazı yıldızlar Güneş'ten küçük, belki de tüm yıldızlar Güneş'ten küçük.",Evrendeki bazı yıldızlar Güneş'ten küçük ama tüm yıldızlar Güneş'ten küçük değil.,"Evrendeki tüm yıldızlar Güneş'ten küçük değil, hatta bazı yıldızlar bile Güneş'ten küçük değil.","Evrendeki tüm yıldızlar Güneş'ten küçük değil, belki de bazı yıldızlar bile Güneş'ten küçük değil.",Evrendeki tüm yıldızlar Güneş'ten küçük değil ama bazı yıldızlar Güneş'ten küçük.
bazı-tüm,Adalet bazı ülkelerde iyi işliyor.,Adalet tüm ülkelerde iyi işliyor.,Adalet hiçbir ülkede iyi işlemiyor.,Adalet tüm ülkelerde iyi işlemiyor.,"Adalet bazı ülkelerde iyi işliyor, hatta adalet tüm ülkelerde iyi işliyor.","Adalet bazı ülkelerde iyi işliyor, belki de adalet tüm ülkelerde iyi işliyor.",Adalet bazı ülkelerde iyi işliyor ama adalet tüm ülkelerde iyi işlemiyor.,"Adalet tüm ülkelerde iyi işlemiyor, hatta bazısında bile adalet iyi işlemiyor.","Adalet tüm ülkelerde iyi işlemiyor, belki de bazısında bile adalet iyi işlemiyor.",Adalet tüm ülkelerde iyi işlemiyor ama bazı ülkelerde iyi işliyor.
bazı-tüm,Sonsuzluk bazı öğrencilerin kafasını karıştırdı.,Sonsuzluk tüm öğrencilerin kafasını karıştırdı.,Sonsuzluk hiçbir öğrencinin kafasını karıştırmadı.,Sonsuzluk tüm öğrencilerin kafasını karıştırmadı.,"Sonsuzluk bazı öğrencilerin kafasını karıştırdı, hatta tüm öğrencilerin kafasını karıştırdı.","Sonsuzluk bazı öğrencilerin kafasını karıştırdı, belki de tüm öğrencilerin kafasını karıştırdı.",Sonsuzluk bazı öğrencilerin kafasını karıştırdı ama tüm öğrencilerin kafasını karıştırmadı.,"Sonsuzluk tüm öğrencilerin kafasını karıştırmadı, hatta bazısının bile kafasını karıştırmadı.","Sonsuzluk tüm öğrencilerin kafasını karıştırmadı, belki de bazısının bile kafasını karıştırmadı.",Sonsuzluk tüm öğrencilerin kafasını karıştırmadı ama bazı öğrencilerin kafasını karıştırdı.
bazı-tüm,Öğrenme süreci bazı öğrencilerimiz için yavaş.,Öğrenme süreci tüm öğrencilerimiz için yavaş.,Öğrenme süreci hiçbir öğrencimiz için yavaş değil.,Öğrenme süreci tüm öğrencilerimiz için yavaş değil.,"Öğrenme süreci bazı öğrencilerimiz için yavaş, hatta tüm öğrencilerimiz için yavaş.","Öğrenme süreci bazı öğrencilerimiz için yavaş, belki de tüm öğrencilerimiz için yavaş.",Öğrenme süreci bazı öğrencilerimiz için yavaş ama tüm öğrencilerimiz için yavaş değil.,"Öğrenme süreci tüm öğrencilerimiz için yavaş değil, hatta bazısı için bile yavaş değil.","Öğrenme süreci tüm öğrencilerimiz için yavaş değil, belki de bazısı için bile yavaş değil.",Öğrenme süreci tüm öğrencilerimiz için yavaş değil ama bazı öğrencilerimiz için yavaş.
bazı-tüm,Kader anlayışı bazı toplumlarda var.,Kader anlayışı tüm toplumlarda var.,Kader anlayışı hiçbir toplumda yok.,Kader anlayışı tüm toplumlarda yok.,"Kader anlayışı bazı toplumlarda var, hatta tüm toplumlarda var.","Kader anlayışı bazı toplumlarda var, belki de tüm toplumlarda var.",Kader anlayışı bazı toplumlarda var ama tüm toplumlarda yok.,"Kader anlayışı tüm toplumlarda yok, hatta bazısında bile yok.","Kader anlayışı tüm toplumlarda yok, belki de bazısında bile yok.",Kader anlayışı tüm toplumlarda yok ama bazı toplumlarda var.
bazı-tüm,Özgürlük inancı bazı eski kavimlerde vardı.,Özgürlük inancı tüm eski kavimlerde vardı.,Özgürlük inancı hiçbir eski kavimde yoktu.,Özgürlük inancı tüm eski kavimlerde yoktu.,"Özgürlük inancı bazı eski kavimlerde vardı, hatta tüm eski kavimlerde vardı.","Özgürlük inancı bazı eski kavimlerde vardı, belki de tüm eski kavimlerde vardı.",Özgürlük inancı bazı eski kavimlerde vardı ama tüm eski kavimlerde yoktu.,"Özgürlük inancı tüm eski kavimlerde yoktu, hatta bazı eski kavimlerde bile yoktu.","Özgürlük inancı tüm eski kavimlerde yoktu, belki de bazı eski kavimlerde bile yoktu.",Özgürlük inancı tüm eski kavimlerde yoktu ama bazı eski kavimlerde vardı.
bazı-tüm,Zengin olmak bazı arkadaşlarımın hayali.,Zengin olmak tüm arkadaşlarımın hayali.,Zengin olmak hiçbir arkadaşımın hayali değil.,Zengin olmak tüm arkadaşlarımın hayali değil.,"Zengin olmak bazı arkadaşlarımın hayali, hatta tüm arkadaşlarımın hayali.","Zengin olmak bazı arkadaşlarımın hayali, belki de tüm arkadaşlarımın hayali.",Zengin olmak bazı arkadaşlarımın hayali ama tüm arkadaşlarımın hayali değil.,"Zengin olmak tüm arkadaşlarımın hayali değil, hatta bazı arkadaşlarımın bile hayali değil.","Zengin olmak tüm arkadaşlarımın hayali değil, belki de bazı arkadaşlarımın bile hayali değil.",Zengin olmak tüm arkadaşlarımın hayali değil ama bazı arkadaşlarımın hayali.
bazı-tüm,Dünyayı dolaşmak için bildiğim bazı acentelerle görüştüm.,Dünyayı dolaşmak için bildiğim tüm acentelerle görüştüm.,Dünyayı dolaşmak için bildiğim hiçbir acenteyle görüşmedim.,Dünyayı dolaşmak için bildiğim tüm acentelerle görüşmedim.,"Dünyayı dolaşmak için bildiğim bazı acentelerle görüştüm, hatta tüm acentelerle görüştüm.","Dünyayı dolaşmak için bildiğim bazı acentelerle görüştüm, belki de tüm acentelerle görüştüm.",Dünyayı dolaşmak için bildiğim bazı acentelerle görüştüm ama tüm acentelerle görüşmedim.,"Dünyayı dolaşmak için bildiğim tüm acentelerle görüşmedim, hatta bazı acentelerle bile görüşmedim.","Dünyayı dolaşmak için bildiğim tüm acentelerle görüşmedim, belki de bazı acentelerle bile görüşmedim.",Dünyayı dolaşmak için bildiğim tüm acentelerle görüşmedim ama bazı acentelerle görüştüm.
bazı-tüm,Uçmak bazı memelilerde var.,Uçmak tüm memelilerde var.,Uçmak hiçbir memelide yok.,Uçmak tüm memelilerde yok.,"Uçmak bazı memelilerde var, hatta tüm memelilerde var.","Uçmak bazı memelilerde var, belki de tüm memelilerde var.",Uçmak bazı memelilerde var ama tüm memelilerde yok.,"Uçmak tüm memelilerde yok, hatta bazı memelilerde bile yok.","Uçmak tüm memelilerde yok, belki de bazı memelilerde bile yok.",Uçmak tüm memelilerde yok ama bazı memelilerde var.
bazı-tüm,Problem çözme yeteneğim ile bazı firmaların radarındayım.,Problem çözme yeteneğim ile tüm firmaların radarındayım.,Problem çözme yeteneğim ile hiçbir firmanın radarında değilim.,Problem çözme yeteneğim ile tüm firmaların radarında değilim.,"Problem çözme yeteneğim ile bazı firmaların radarındayım, hatta tüm firmaların radarındayım.","Problem çözme yeteneğim ile bazı firmaların radarındayım, belki de tüm firmaların radarındayım.",Problem çözme yeteneğim ile bazı firmaların radarındayım ama tüm firmaların radarında değilim.,"Problem çözme yeteneğim ile tüm firmaların radarında değilim, hatta bazı firmaların bile radarında değilim.","Problem çözme yeteneğim ile tüm firmaların radarında değilim, belki de bazı firmaların bile radarında değilim.",Problem çözme yeteneğim ile tüm firmaların radarında değilim ama bazı firmaların radarındayım.
bazı-tüm,Islak parkelerin bazıları şişmiş.,Islak parkelerin tümü şişmiş.,Islak parkelerin hiçbiri şişmemiş.,Islak parkelerin tümü şişmemiş.,"Islak parkelerin bazıları şişmiş, hatta ıslak parkelerin tümü şişmiş.","Islak parkelerin bazıları şişmiş, belki de tümü şişmiş.",Islak parkelerin bazıları şişmiş ama tümü şişmemiş.,"Islak parkelerin tümü şişmemiş, hatta bazıları bile şişmemiş.","Islak parkelerin tümü şişmemiş, belki de bazıları bile şişmemiş.",Islak parkelerin tümü şişmemiş ama bazıları şişmiş.
bazı-tüm,Hafif torbaların bazılarını kardeşime vereceğim.,Hafif torbaların tümünü kardeşime vereceğim.,Hafif torbaların hiçbirini kardeşime vermeyeceğim.,Hafif torbaların tümünü kardeşime vermeyeceğim.,"Hafif torbaların bazılarını kardeşime vereceğim, hatta tümünü kardeşime vereceğim.","Hafif torbaların bazılarını kardeşime vereceğim, belki de tümünü kardeşime vereceğim.",Hafif torbaların bazılarını kardeşime vereceğim ama tümünü kardeşime vermeyeceğim.,"Hafif torbaların tümünü kardeşime vermeyeceğim, hatta bazılarını bile kardeşime vermeyeceğim.","Hafif torbaların tümünü kardeşime vermeyeceğim, belki de bazılarını bile kardeşime vermeyeceğim.",Hafif torbaların tümünü kardeşime vermeyeceğim ama bazılarını kardeşime vereceğim.
bazı-tüm,Bazı benzin istasyonları battı.,Tüm benzin istasyonları battı.,Hiçbir benzin istasyonu batmadı.,Tüm benzin istasyonları batmadı.,"Bazı benzin istasyonları battı, hatta tüm benzin istasyonları battı.","Bazı benzin istasyonları battı, belki de tüm benzin istasyonları battı.",Bazı benzin istasyonları battı ama tüm benzin istasyonları batmadı.,"Tüm benzin istasyonları batmadı, hatta bazı benzin istasyonları bile batmadı.","Tüm benzin istasyonları batmadı, belki de bazı benzin istasyonları bile batmadı.",Tüm benzin istasyonları batmadı ama bazı benzin istasyonları battı.
bazı-hepsi,Vatandaşların bazıları etkinliğe katılacak.,Vatandaşların hepsi etkinliğe katılacak.,Vatandaşların hiçbiri etkinliğe katılmayacak.,Vatandaşların hepsi etkinliğe katılmayacak.,"Vatandaşların bazıları etkinliğe katılacak, hatta hepsi etkinliğe katılacak.","Vatandaşların bazıları etkinliğe katılacak, belki de hepsi katılacak.",Vatandaşların bazıları etkinliğe katılacak ama hepsi etkinliğe katılmayacak.,"Vatandaşların hepsi etkinliğe katılmayacak, hatta bazıları bile katılmayacak.","Vatandaşların hepsi etkinliğe katılmayacak, belki de bazıları bile katılmayacak.",Vatandaşların hepsi etkinliğe katılmayacak ama bazıları katılacak.
bazı-hepsi,Çocukların bazıları burada oynayacak.,Çocukların hepsi burada oynayacak.,Çocukların hiçbiri burada oynamayacak.,Çocukların hepsi burada oynamayacak.,"Çocukların bazıları burada oynayacak, hatta hepsi burada oynayacak.","Çocukların bazıları burada oynayacak, belki de hepsi burada oynayacak.",Çocukların bazıları burada oynayacak ama hepsi burada oynamayacak.,"Çocukların hepsi burada oynamayacak, hatta bazısı bile burada oynamayacak.","Çocukların hepsi burada oynamayacak, belki de bazısı bile burada oynamayacak.",Çocukların hepsi burada oynamayacak ama bazıları burada oynayacak.
bazı-hepsi,Bazı insanlar korktu.,İnsanların hepsi korktu.,Hiçbir insan korkmadı.,İnsanların hepsi korkmadı.,"Bazı insanlar korktu, hatta hepsi korktu.","Bazı insanlar korktu, belki de hepsi korktu.",Bazı insanlar korktu ama hepsi korkmadı.,"İnsanların hepsi korkmadı, hatta bazıları bile korkmadı.","İnsanların hepsi korkmadı, belki de bazıları bile korkmadı.",İnsanların hepsi korkmadı ama bazı insanlar korktu.
bazı-hepsi,Ağır metallerin bazılarını fabrikadan çıkardık.,Ağır metallerin hepsini fabrikadan çıkardık.,Ağır metallerin hiçbirini fabrikadan çıkarmadık.,Ağır metallerin hepsini fabrikadan çıkarmadık.,"Ağır metallerin bazılarını fabrikadan çıkardık, hatta hepsini fabrikadan çıkardık.","Ağır metallerin bazılarını fabrikadan çıkardık, belki de hepsini fabrikadan çıkardık.",Ağır metallerin bazılarını fabrikadan çıkardık ama hepsini fabrikadan çıkarmadık.,"Ağır metallerin hepsini fabrikadan çıkarmadık, hatta bazılarını bile çıkarmadık.","Ağır metallerin hepsini fabrikadan çıkarmadık, belki de bazılarını bile çıkarmadık.",Ağır metallerin hepsini fabrikadan çıkarmadık ama bazılarını fabrikadan çıkardık.
bazı-hepsi,Islanmış çatıların bazıları çöktü.,Islanmış çatıların hepsi çöktü.,Islanmış çatıların hiçbiri çökmedi.,Islanmış çatıların hepsi çökmedi.,"Islanmış çatıların bazıları çöktü, hatta hepsi çöktü.","Islanmış çatıların bazıları çöktü, belki de hepsi çöktü.",Islanmış çatıların bazıları çöktü ama hepsi çökmedi.,"Islanmış çatıların hepsi çökmedi, hatta bazıları bile çökmedi.","Islanmış çatıların hepsi çökmedi, belki de bazıları bile çökmedi.",Islanmış çatıların hepsi çökmedi ama bazıları çöktü.
bazı-hepsi,Kuru meyvelerin bazıları kurtlanmıştı.,Kuru meyvelerin hepsi kurtlanmıştı.,Kuru meyvelerin hiçbiri kurtlanmamıştı.,Kuru meyvelerin hepsi kurtlanmamıştı.,"Kuru meyvelerin bazıları kurtlanmıştı, hatta hepsi kurtlanmıştı.","Kuru meyvelerin bazıları kurtlanmıştı, belki de hepsi kurtlanmıştı.",Kuru meyvelerin bazıları kurtlanmıştı ama hepsi kurtlanmamıştı.,"Kuru meyvelerin hepsi kurtlanmamıştı, hatta bazıları bile kurtlanmamıştı.","Kuru meyvelerin hepsi kurtlanmamıştı, belki de bazıları bile kurtlanmamıştı.",Kuru meyvelerin hepsi kurtlanmamıştı ama bazıları kurtlanmıştı.
bazı-hepsi,Gül kokulu parfümlerin bazıları çalınmış.,Gül kokulu parfümlerin hepsi çalınmış.,Gül kokulu parfümlerin hiçbiri çalınmamış.,Gül kokulu parfümlerin hepsi çalınmamış.,"Gül kokulu parfümlerin bazıları çalınmış, hatta hepsi çalınmış.","Gül kokulu parfümlerin bazıları çalınmış, belki de hepsi çalınmış.",Gül kokulu parfümlerin bazıları çalınmış ama hepsi çalınmamış.,"Gül kokulu parfümlerin hepsi çalınmamış, hatta bazıları bile çalınmamış.","Gül kokulu parfümlerin hepsi çalınmamış, belki bazıları bile çalınmamış.",Gül kokulu parfümlerin hepsi çalınmamış ama bazıları çalınmış.
bazı-hepsi,Kahve pişiren makinelerin bazısı arıza yapıyor.,Kahve pişiren makinelerin hepsi arıza yapıyor.,Kahve pişiren makinelerin hiçbiri arıza yapmıyor.,Kahve pişiren makinelerin hepsi arıza yapmıyor.,"Kahve pişiren makinelerin bazısı arıza yapıyor, hatta hepsi arıza yapıyor.","Kahve pişiren makinelerin bazısı arıza yapıyor, belki de hepsi arıza yapıyor.",Kahve pişiren makinelerin bazısı arıza yapıyor ama hepsi arıza yapmıyor.,"Kahve pişiren makinelerin hepsi arıza yapmıyor, hatta bazısı bile arıza yapmıyor.","Kahve pişiren makinelerin hepsi arıza yapmıyor, belki de bazısı bile arıza yapmıyor.",Kahve pişiren makinelerin hepsi arıza yapmıyor ama bazısı arıza yapıyor.
