scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
herhalde-yüzde yüz,Raporlamayı herhalde sekreterler yapacak.,Raporlamayı sekreterlerin yapacağı yüzde yüz.,Raporlamayı herhalde sekreterler yapmayacak.,Raporlamayı sekreterlerin yapacağı yüzde yüz değil.,"Raporlamayı herhalde sekreterler yapacak, hatta yapacakları yüzde yüz.","Raporlamayı herhalde sekreterler yapacak, belki de yapacakları yüzde yüz.",Raporlamayı herhalde sekreterler yapacak ama yapacakları yüzde yüz değil.,"Raporlamayı sekreterlerin yapacakları yüzde yüz değil, hatta herhalde yapmayacaklar.","Raporlamayı sekreterlerin yapacakları yüzde yüz değil, belki de yapmayacaklar bile.",Raporlamayı sekreterlerin yapacakları yüzde yüz değil ama herhalde yapacaklar.
herhalde-yüzde yüz,Bu yılki tatili herhalde iptal edeceğiz.,Bu yılki tatili iptal edeceğimiz yüzde yüz.,Bu yılki tatili herhalde iptal etmeyeceğiz.,Bu yılki tatili iptal edeceğimiz yüzde yüz değil.,"Bu yılki tatili herhalde iptal edeceğiz, hatta iptal edeceğimiz yüzde yüz.","Bu yılki tatili herhalde iptal edeceğiz, belki de iptal edeceğimiz yüzde yüz.",Bu yılki tatili herhalde iptal edeceğiz ama iptal edeceğimiz yüzde yüz değil.,"Bu yılki tatili iptal edeceğimiz yüzde yüz değil, hatta herhalde iptal etmeyeceğiz.","Bu yılki tatili iptal edeceğimiz yüzde yüz değil, belki de iptal etmeyeceğiz bile.",Bu yılki tatili iptal edeceğimiz yüzde yüz değil ama herhalde iptal edeceğiz.
herhalde-yüzde yüz,Aylık giderlerimizi herhalde kısacağız.,Aylık giderlerimizi kısacağımız yüzde yüz.,Aylık giderlerimizi herhalde kısamayacağız.,Aylık giderlerimizi kısacağımız yüzde yüz değil.,"Aylık giderlerimizi herhalde kısacağımız, hatta kısacağımız yüzde yüz.","Aylık giderlerimizi herhalde kısacağımız, belki de kısacağımız yüzde yüz.",Aylık giderlerimizi herhalde kısacağımız ama kısacağımız yüzde yüz değil.,"Aylık giderlerimizi kısacağımız yüzde yüz değil, hatta herhalde kısamayacağız.","Aylık giderlerimizi kısacağımız yüzde yüz değil, belki de kısamayacağız bile.",Aylık giderlerimizi kısacağımız yüzde yüz değil ama herhalde kısacağız.
herhalde-yüzde yüz,Sosyal medyalarını herhalde kapatacaklar.,Sosyal medyalarını yüzde yüz kapatacaklar.,Sosyal medyalarını herhalde kapatmayacaklar.,Sosyal medyalarını kapatacakları yüzde yüz değil.,"Sosyal medyalarını herhalde kapatacaklar, hatta kapatacakları yüzde yüz.","Sosyal medyalarını herhalde kapatacaklar, belki de kapatacakları yüzde yüz.",Sosyal medyalarını herhalde kapatacaklar ama kapatacakları yüzde yüz değil.,"Sosyal medyalarını kapatacakları yüzde yüz değil, hatta herhalde kapatmayacaklar.","Sosyal medyalarını kapatacakları yüzde yüz değil, belki de kapatmayacaklar bile.",Sosyal medyalarını kapatacakları yüzde yüz değil ama herhalde kapatacaklar.
herhalde-yüzde yüz,Havalandırmayı herhalde kendileri tamir edecekler.,Havalandırmayı yüzde yüz kendileri tamir edecekler.,Havalandırmayı herhalde kendileri tamir etmeyecekler.,Havalandırmayı kendileri tamir edecekleri yüzde yüz değil.,"Havalandırmayı herhalde kendileri tamir edecekler, hatta tamir edecekleri yüzde yüz.","Havalandırmayı herhalde kendileri tamir edecekler, belki de tamir edecekleri yüzde yüz.",Havalandırmayı herhalde kendileri tamir edecekler ama tamir edecekleri yüzde yüz değil.,"Havalandırmayı kendileri tamir edecekleri yüzde yüz değil, hatta herhalde tamir etmeyecekler.","Havalandırmayı kendileri tamir edecekleri yüzde yüz değil, belki de tamir etmeyecekler bile.",Havalandırmayı kendileri tamir edecekleri yüzde yüz değil ama herhalde tamir edecekler.
herhalde-yüzde yüz,Ev işlerini herhalde paylaşacaklar.,Ev işlerini paylaşmaları yüzde yüz.,Ev işlerini herhalde paylaşmayacaklar.,Ev işlerini paylaşacakları yüzde yüz değil.,"Ev işlerini herhalde paylaşacaklar, hatta paylaşacakları yüzde yüz.","Ev işlerini herhalde paylaşacaklar, belki de paylaşacakları yüzde yüz.",Ev işlerini herhalde paylaşacaklar ama paylaşacakları yüzde yüz değil.,"Ev işlerini paylaşacakları yüzde yüz değil, hatta herhalde paylaşmayacaklar.","Ev işlerini paylaşacakları yüzde yüz değil, belki de paylaşmayacaklar bile.",Ev işlerini paylaşacakları yüzde yüz değil ama herhalde paylaşacaklar.
herhalde-yüzde yüz,Herhalde şarj aletini almaya gelecek.,Şarj aletini almaya yüzde yüz gelecek.,Herhalde şarj aletini almaya gelmeyecek.,Şarj aletini almaya geleceği yüzde yüz değil.,"Herhalde şarj aletini almaya gelecek, hatta geleceği yüzde yüz.","Herhalde şarj aletini almaya gelecek, belki de geleceği yüzde yüz.",Herhalde şarj aletini almaya gelecek ama geleceği yüzde yüz değil.,"Şarj aletini almaya geleceği yüzde yüz değil, hatta herhalde gelmeyecek.","Şarj aletini almaya geleceği yüzde yüz değil, belki de gelmeyecek bile.",Şarj aletini almaya geleceği yüzde yüz değil ama herhalde gelecek.
herhalde-yüzde yüz,Herhalde bakanlıkta yeni bir düzenleme yapacaklardır.,Yüzde yüz bakanlıkta yeni bir düzenleme yapacaklardır.,Herhalde bakanlıkta yeni bir düzenleme yapmayacaklardır.,Bakanlıkta yeni bir düzenleme yapacakları yüzde yüz değil.,"Herhalde bakanlıkta yeni bir düzenleme yapacaklardır, hatta yapacakları yüzde yüz.","Herhalde bakanlıkta yeni bir düzenleme yapacaklardır, belki de yapacakları yüzde yüz.",Herhalde bakanlıkta yeni bir düzenleme yapacaklardır ama yapacakları yüzde yüz değil.,"Bakanlıkta yeni bir düzenleme yapacakları yüzde yüz değil, hatta herhalde yapmayacaklardır.","Bakanlıkta yeni bir düzenleme yapacakları yüzde yüz değil, belki de yapmayacaklardır bile.",Bakanlıkta yeni bir düzenleme yapacakları yüzde yüz değil ama herhalde yapacaklardır.
herhalde-yüzde yüz,Yeşil renkli montu herhalde Celal giyecektir.,Yeşil renkli montu yüzde yüz Celal giyecektir.,Yeşil renkli montu herhalde Celal giymeyecektir.,Yeşil renkli montu giyeceği yüzde yüz değil.,"Yeşil renkli montu herhalde Celal giyecektir, hatta giyeceği yüzde yüz.","Yeşil renkli montu herhalde Celal giyecektir, belki de giyeceği yüzde yüz.",Yeşil renkli montu herhalde Celal giyecektir ama giyeceği yüzde yüz değil.,"Yeşil renkli montu giyeceği yüzde yüz değil, hatta herhalde giymeyecektir.","Yeşil renkli montu giyeceği yüzde yüz değil, belki de giymeyecektir bile.",Yeşil renkli montu giyeceği yüzde yüz değil ama herhalde giyecektir.
herhalde-yüzde yüz,Trafiği herhalde açacaklardır.,Trafiği açacakları yüzde yüz.,Trafiği herhalde açmayacaklardır.,Trafiği açacakları yüzde yüz değil.,"Trafiği herhalde açacaklardır, hatta açacakları yüzde yüz.","Trafiği herhalde açacaklardır, belki de açacakları yüzde yüz.",Trafiği herhalde açacaklardır ama açacakları yüzde yüz değil.,"Trafiği açacakları yüzde yüz değil, hatta herhalde açmayacaklardır.","Trafiği açacakları yüzde yüz değil, belki de açmayacaklardır bile.",Trafiği açacakları yüzde yüz değil ama herhalde açacaklardır.
herhalde-yüzde yüz,Bu caddeleri herhalde trafiğe kapatacaklardır.,Bu caddeleri trafiğe kapatacakları yüzde yüz.,Bu caddeleri herhalde trafiğe kapatmayacaklardır.,Bu caddeleri trafiğe kapatacakları yüzde yüz değil.,"Bu caddeleri herhalde trafiğe kapatacaklardır, hatta kapatacakları yüzde yüz.","Bu caddeleri herhalde trafiğe kapatacaklardır, belki de kapatacakları yüzde yüz.",Bu caddeleri herhalde trafiğe kapatacaklardır ama kapatacakları yüzde yüz değil.,"Bu caddeleri trafiğe kapatacakları yüzde yüz değil, hatta herhalde kapatmayacaklardır.","Bu caddeleri trafiğe kapatacakları yüzde yüz değil, belki de kapatmayacaklardır bile.",Bu caddeleri trafiğe kapatacakları yüzde yüz değil ama herhalde kapatacaklardır.
herhalde-yüzde yüz,Eski kıyafetlerini herhalde doksan derecede yıkayacaktır.,Eski kıyafetlerini doksan derecede yıkayacağı yüzde yüz.,Eski kıyafetlerini herhalde doksan derecede yıkamayacaktır.,Eski kıyafetlerini doksan derecede yıkayacağı yüzde yüz değil.,"Eski kıyafetlerini herhalde doksan derecede yıkayacaktır, hatta yıkayacağı yüzde yüz.","Eski kıyafetlerini herhalde doksan derecede yıkayacaktır, belki de yıkayacağı yüzde yüz.",Eski kıyafetlerini herhalde doksan derecede yıkayacaktır ama yıkayacağı yüzde yüz değil.,"Eski kıyafetlerini doksan derecede yıkayacağı yüzde yüz değil, hatta herhalde yıkamayacaktır.","Eski kıyafetlerini doksan derecede yıkayacağı yüzde yüz değil, belki de yıkamayacaktır bile.",Eski kıyafetlerini doksan derecede yıkayacağı yüzde yüz değil ama herhalde yıkayacaktır.
herhalde-yüzde yüz,Bu yıl yatırımlar herhalde artacaktır.,Bu yıl yatırımların artacağı yüzde yüz.,Bu yıl yatırımlar herhalde artmayacaktır.,Bu yıl yatırımların artacağı yüzde yüz değil.,"Bu yıl yatırımlar herhalde artacaktır, hatta artacağı yüzde yüz.","Bu yıl yatırımlar herhalde artacaktır, belki de artacağı yüzde yüz.",Bu yıl yatırımlar herhalde artacaktır ama artacağı yüzde yüz değil.,"Bu yıl yatırımların artacağı yüzde yüz değil, hatta herhalde artmayacaktır.","Bu yıl yatırımların artacağı yüzde yüz değil, belki de artmayacaktır bile.",Bu yıl yatırımların artacağı yüzde yüz değil ama herhalde artacaktır.
herhalde-yüzde yüz,Herhalde uçakla gitmeyi tercih edecektir.,Uçakla gitmeyi tercih edeceği yüzde yüz.,Herhalde uçakla gitmeyi tercih etmeyecektir.,Uçakla gitmeyi tercih edeceği yüzde yüz değil.,"Herhalde uçakla gitmeyi tercih edecektir, hatta tercih edeceği yüzde yüz.","Herhalde uçakla gitmeyi tercih edecektir, belki de tercih edeceği yüzde yüz.",Herhalde uçakla gitmeyi tercih edecektir ama tercih edeceği yüzde yüz değil.,"Uçakla gitmeyi tercih edeceği yüzde yüz değil, hatta herhalde tercih etmeyecektir.","Uçakla gitmeyi tercih edeceği yüzde yüz değil, belki de tercih etmeyecektir bile.",Uçakla gitmeyi tercih edeceği yüzde yüz değil ama herhalde tercih edecektir.
herhalde-yüzde yüz,İstatistikleri herhalde halkla paylaşacaklardır.,İstatistikleri halkla paylaşmaları yüzde yüz.,İstatistikleri herhalde halkla paylaşmayacaklardır.,İstatistikleri halkla paylaşacakları yüzde yüz değil.,"İstatistikleri herhalde halkla paylaşacaklardır, hatta paylaşacakları yüzde yüz.","İstatistikleri herhalde halkla paylaşacaklardır, belki de paylaşacakları yüzde yüz.",İstatistikleri herhalde halkla paylaşacaklardır ama paylaşacakları yüzde yüz değil.,"İstatistikleri halkla paylaşacakları yüzde yüz değil, hatta herhalde paylaşmayacaklardır.","İstatistikleri halkla paylaşacakları yüzde yüz değil, belki de paylaşmayacaklardır bile.",İstatistikleri halkla paylaşacakları yüzde yüz değil ama herhalde paylaşacaklardır.
herhalde-yüzde yüz,Herhalde bu yılki bütçeyi artıracaklardır.,Bu yılki bütçeyi artıracakları yüzde yüz.,Herhalde bu yılki bütçeyi artırmayacaklardır.,Bu yılki bütçeyi artıracakları yüzde yüz değil.,"Herhalde bu yılki bütçeyi artıracakları, hatta artıracakları yüzde yüz.","Herhalde bu yılki bütçeyi artıracakları, belki de artıracakları yüzde yüz.",Herhalde bu yılki bütçeyi artıracakları ama artıracakları yüzde yüz değil.,"Bu yılki bütçeyi artıracakları yüzde yüz değil, hatta herhalde artırmayacaklardır.","Bu yılki bütçeyi artıracakları yüzde yüz değil, belki de artırmayacaklardır bile.",Bu yılki bütçeyi artıracakları yüzde yüz değil ama herhalde artıracaklardır.
herhalde-yüzde yüz,Oyun çıkarma sürecini herhalde hızlandıracaklardır.,Oyun çıkarma sürecini hızlandıracakları yüzde yüz.,Oyun çıkarma sürecini herhalde hızlandırmayacaklardır.,Oyun çıkarma sürecini hızlandıracakları yüzde yüz değil.,"Oyun çıkarma sürecini herhalde hızlandıracaklardır, hatta hızlandıracakları yüzde yüz.","Oyun çıkarma sürecini herhalde hızlandıracaklardır, belki de hızlandıracakları yüzde yüz.",Oyun çıkarma sürecini herhalde hızlandıracaklardır ama hızlandıracakları yüzde yüz değil.,"Oyun çıkarma sürecini hızlandıracakları yüzde yüz değil, hatta herhalde hızlandırmayacaklardır.","Oyun çıkarma sürecini hızlandıracakları yüzde yüz değil, belki de hızlandırmayacaklardır bile.",Oyun çıkarma sürecini hızlandıracakları yüzde yüz değil ama herhalde hızlandıracaklardır.
herhalde-yüzde yüz,Haftaya herhalde Ankara'ya gidecektir.,Haftaya yüzde yüz Ankara'ya gidecektir.,Haftaya herhalde Ankara'ya gitmeyecektir.,Haftaya Ankara'ya gideceği yüzde yüz değil.,"Haftaya herhalde Ankara'ya gidecektir, hatta gideceği yüzde yüz.","Haftaya herhalde Ankara'ya gidecektir, belki de gideceği yüzde yüz.",Haftaya herhalde Ankara'ya gidecektir ama gideceği yüzde yüz değil.,"Haftaya Ankara'ya gideceği yüzde yüz değil, hatta herhalde gitmeyecektir.","Haftaya Ankara'ya gideceği yüzde yüz değil, belki de gitmeyecektir bile.",Haftaya Ankara'ya gideceği yüzde yüz değil ama herhalde gidecektir.
herhalde-yüzde yüz,Herhalde sandalyeye oturacaktır.,Yüzde yüz sandalyeye oturacaktır.,Herhalde sandalyeye oturmayacaktır.,Sandalyeye oturacağı yüzde yüz değil.,"Herhalde sandalyeye oturacaktır, hatta oturacağı yüzde yüz.","Herhalde sandalyeye oturacaktır, belki de oturacağı yüzde yüz.",Herhalde sandalyeye oturacaktır ama oturacağı yüzde yüz değil.,"Sandalyeye oturacağı yüzde yüz değil, hatta herhalde oturmayacaktır.","Sandalyeye oturacağı yüzde yüz değil, belki de oturmayacaktır bile.",Sandalyeye oturacağı yüzde yüz değil ama herhalde oturacaktır.
herhalde-yüzde yüz,Sunumu herhalde o yapacaktır.,Sunumu onun yapacağı yüzde yüz.,Sunumu herhalde o yapmayacaktır.,Sunumu onun yapacağı yüzde yüz değil.,"Sunumu herhalde o yapacaktır, hatta yapacağı yüzde yüz.","Sunumu herhalde o yapacaktır, belki de yapacağı yüzde yüz.",Sunumu herhalde o yapacaktır ama yapacağı yüzde yüz değil.,"Sunumu onun yapacağı yüzde yüz değil, hatta herhalde yapmayacaktır.","Sunumu onun yapacağı yüzde yüz değil, belki de yapmayacaktır bile.",Sunumu onun yapacağı yüzde yüz değil ama herhalde yapacaktır.
herhalde-yüzde yüz,Bu yıl herhalde Kanada’ya taşınacaktır.,Bu yıl yüzde yüz Kanada’ya taşınacaktır.,Bu yıl herhalde Kanada’ya taşınmayacaktır.,Bu yıl Kanada’ya taşınacağı yüzde yüz değil.,"Bu yıl herhalde Kanada’ya taşınacaktır, hatta taşınacağı yüzde yüz.","Bu yıl herhalde Kanada’ya taşınacaktır, belki de taşınacağı yüzde yüz.",Bu yıl herhalde Kanada’ya taşınacaktır ama taşınacağı yüzde yüz değil.,"Bu yıl Kanada’ya taşınacağı yüzde yüz değil, hatta herhalde taşınmayacaktır.","Bu yıl Kanada’ya taşınacağı yüzde yüz değil, belki de taşınmayacaktır bile.",Bu yıl Kanada’ya taşınacağı yüzde yüz değil ama herhalde taşınacaktır.
herhalde-yüzde yüz,Yeni yılda herhalde araba alacaktır.,Yeni yılda yüzde yüz araba alacaktır.,Yeni yılda herhalde araba almayacaktır.,Yeni yılda araba alacağı yüzde yüz değil.,"Yeni yılda herhalde araba alacaktır, hatta alacağı yüzde yüz.","Yeni yılda herhalde araba alacaktır, belki de alacağı yüzde yüz.",Yeni yılda herhalde araba alacaktır ama alacağı yüzde yüz değil.,"Yeni yılda araba alacağı yüzde yüz değil, hatta herhalde almayacaktır.","Yeni yılda araba alacağı yüzde yüz değil, belki de almayacaktır bile.",Yeni yılda araba alacağı yüzde yüz değil ama herhalde alacaktır.
herhalde-yüzde yüz,Herhalde gözünden ameliyat olacaktır.,Gözünde ameliyat olacağı yüzde yüz.,Herhalde gözünden ameliyat olmayacaktır.,Gözünden ameliyat olacağı yüzde yüz değil.,"Herhalde gözünden ameliyat olacaktır, hatta olacağı yüzde yüz.","Herhalde gözünden ameliyat olacaktır, belki de olacağı yüzde yüz.",Herhalde gözünden ameliyat olacaktır ama olacağı yüzde yüz değil.,"Gözünden ameliyat olacağı yüzde yüz değil, hatta herhalde olmayacaktır.","Gözünden ameliyat olacağı yüzde yüz değil, belki de olmayacaktır bile.",Gözünden ameliyat olacağı yüzde yüz değil ama herhalde olacaktır.
herhalde-yüzde yüz,Levent’e verdiği sözü herhalde tutacaktır.,Levent'e verdiği sözü yüzde yüz tutacaktır.,Levent’e verdiği sözü herhalde tutmayacaktır.,Levent'e verdiği sözü tutacağı yüzde yüz değil.,"Levent’e verdiği sözü herhalde tutacaktır, hatta tutacağı yüzde yüz.","Levent’e verdiği sözü herhalde tutacaktır, belki de tutacağı yüzde yüz.",Levent’e verdiği sözü herhalde tutacaktır ama tutacağı yüzde yüz değil.,"Levent’e verdiği sözü tutacağı yüzde yüz değil, hatta herhalde tutmayacaktır.","Levent’e verdiği sözü tutacağı yüzde yüz değil, belki de tutmayacaktır bile.",Levent’e verdiği sözü tutacağı yüzde yüz değil ama herhalde tutacaktır.
herhalde-yüzde yüz,Herhalde Hakan’ı işe alacaktır.,Hakan'ı yüzde yüz işe alacaktır.,Herhalde Hakan’ı işe almayacaktır.,Hakan'ı işe alacağı yüzde yüz değil.,"Herhalde Hakan’ı işe alacaktır, hatta alacağı yüzde yüz.","Herhalde Hakan’ı işe alacaktır, belki de alacağı yüzde yüz.",Herhalde Hakan’ı işe alacaktır ama alacağı yüzde yüz değil.,"Hakan'ı işe alacağı yüzde yüz değil, hatta herhalde almayacaktır.","Hakan'ı işe alacağı yüzde yüz değil, belki de almayacaktır bile.",Hakan'ı işe alacağı yüzde yüz değil ama herhalde alacaktır.
herhalde-yüzde yüz,Seçimleri herhalde onlar kazanacaktır.,Seçimleri yüzde yüz onlar kazanacaktır.,Seçimleri herhalde onlar kazanmayacaktır.,Seçimleri onların kazanacağı yüzde yüz değil.,"Seçimleri herhalde onlar kazanacaktır, hatta kazanacakları yüzde yüz.","Seçimleri herhalde onlar kazanacaktır, belki de kazanacakları yüzde yüz.",Seçimleri herhalde onlar kazanacaktır ama kazanacakları yüzde yüz değil.,"Seçimleri onların kazanacağı yüzde yüz değil, hatta herhalde kazanmayacaktır.","Seçimleri onların kazanacağı yüzde yüz değil, belki de kazanmayacaktır bile.",Seçimleri onların kazanacağı yüzde yüz değil ama herhalde kazanacaktır.
