scale,A,B,C,D,D2,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement,C_implicature_1,C_implicature_2,C_implicature_3
yirmi dört-otuz altı,Sınıf eşyalarını yirmi dört öğrenci kullandı.,Sınıf eşyalarını otuz altı öğrenci kullandı.,Sınıf eşyalarını yirmi dört öğrenci kullanmadı.,Sınıf eşyalarını otuz altı öğrenci kullanmadı.,Sınıf eşyalarını yirmi dörtten fazla öğrenci kullanmadı.,"Sınıf eşyalarını yirmi dört öğrenci kullandı, hatta otuz altı öğrenci kullandı.","Sınıf eşyalarını yirmi dört öğrenci kullandı, belki de otuz altı öğrenci kullandı.",Sınıf eşyalarını yirmi dört öğrenci kullandı ama otuz altı öğrenci kullanmadı.,"Sınıf eşyalarını otuz altı öğrenci kullanmadı, hatta yirmi dört öğrenci bile kullanmadı.","Sınıf eşyalarını otuz altı öğrenci kullanmadı, belki yirmi dört öğrenci bile kullanmadı.",Sınıf eşyalarını otuz altı öğrenci kullanmadı ama yirmi dört öğrenci kullandı.,Sınıf eşyalarını yirmi dörtten az öğrenci kullandı.,En fazla yirmi üç öğrenci kullandı.,En az bir tane öğrenci kullandı.
yirmi dört-otuz altı,Yirmi dört para birimi düşüşte.,Otuz altı para birimi düşüşte.,Yirmi dört para birimi düşüşte değil.,Otuz altı para birimi düşüşte değil.,Yirmi dörtten fazla para birimi düşüşte değil.,"Yirmi dört para birimi düşüşte, hatta otuz altı para birimi düşüşte.","Yirmi dört para birimi düşüşte, belki de otuz altı para birimi düşüşte.",Yirmi dört para birimi düşüşte ama otuz altı para birimi düşüşte değil.,"Otuz altı para birimi düşüşte değil, hatta yirmi dört para birimi bile düşüşte değil.","Otuz altı para birimi düşüşte değil, belki yirmi dört para birimi bile düşüşte değil.",Otuz altı para birimi düşüşte değil ama yirmi dört para birimi düşüşte.,Yirmi dörtten az para birimi düşüşte.,En fazla yirmi üç para birimi düşüşte.,En az bir tane para birimi düşüşte.
yirmi dört-otuz altı,Hesaba yirmi dört kişi erişti.,Hesaba otuz altı kişi erişti.,Hesaba yirmi dört kişi erişmedi.,Hesaba otuz altı kişi erişmedi.,Hesaba yirmi dörtten fazla kişi erişmedi.,"Hesaba yirmi dört kişi erişti, hatta otuz altı kişi erişti.","Hesaba yirmi dört kişi erişti, belki de otuz altı kişi erişti.",Hesaba yirmi dört kişi erişti ama otuz altı kişi erişmedi.,"Hesaba otuz altı kişi erişmedi, hatta yirmi dört kişi bile erişmedi.","Hesaba otuz altı kişi erişmedi, belki yirmi dört kişi bile erişmedi.",Hesaba otuz altı kişi erişmedi ama yirmi dört kişi erişti.,Hesaba yirmi dörtten az kişi erişti.,En fazla yirmi üç kişi erişti.,En az bir tane kişi erişti.
yirmi dört-otuz altı,Dışarıda yirmi dört genç var.,Dışarıda otuz altı genç var.,Dışarıda yirmi dört genç yok.,Dışarıda otuz altı genç yok.,Dışarıda yirmi dörtten fazla genç yok.,"Dışarıda yirmi dört genç var, hatta otuz altı genç var.","Dışarıda yirmi dört genç var, belki de otuz altı genç var.",Dışarıda yirmi dört genç var ama otuz altı genç yok.,"Dışarıda otuz altı genç yok, hatta yirmi dört genç bile yok.","Dışarıda otuz altı genç yok, belki yirmi dört genç bile yok.",Dışarıda otuz altı genç yok ama yirmi dört genç var.,Dışarıda yirmi dörtten az genç var.,Dışarıda en fazla yirmi üç genç var.,Dışarıda en az bir tane genç var.
yirmi dört-otuz altı,Nakliye yirmi dört saat sürdü.,Nakliye otuz altı saat sürdü.,Nakliye yirmi dört saat sürmedi.,Nakliye otuz altı saat sürmedi.,Nakliye yirmi dörtten fazla saat sürmedi.,"Nakliye yirmi dört saat sürdü, hatta otuz altı saat sürdü.","Nakliye yirmi dört saat sürdü, belki de otuz altı saat sürdü.",Nakliye yirmi dört saat sürdü ama otuz altı saat sürmedi.,"Nakliye otuz altı saat sürmedi, hatta yirmi dört saat bile sürmedi.","Nakliye otuz altı saat sürmedi, belki yirmi dört saat bile sürmedi.",Nakliye otuz altı saat sürmedi ama yirmi dört saat sürdü.,Nakliye yirmi dörtten az saat sürdü.,En fazla yirmi üç saat sürdü.,En az bir tane saat sürdü.
yirmi dört-otuz altı,Birlikte yirmi dört kişi çalıştık.,Birlikte otuz altı kişi çalıştık.,Birlikte yirmi dört kişi çalışmadık.,Birlikte otuz altı kişi çalışmadık.,Birlikte yirmi dörtten fazla kişi çalışmadık.,"Birlikte yirmi dört kişi çalıştık, hatta otuz altı kişi çalıştık.","Birlikte yirmi dört kişi çalıştık, belki de otuz altı kişi çalıştık.",Birlikte yirmi dört kişi çalıştık ama otuz altı kişi çalışmadık.,"Birlikte otuz altı kişi çalışmadık, hatta yirmi dört kişi bile çalışmadık.","Birlikte otuz altı kişi çalışmadık, belki yirmi dört kişi bile çalışmadık.",Birlikte otuz altı kişi çalışmadık ama yirmi dört kişi çalıştık.,Birlikte yirmi dörtten az kişi çalıştık.,En fazla yirmi üç kişi çalıştık.,En az bir tane kişi çalıştık.
yirmi dört-otuz altı,Yirmi dört kitabım var.,Otuz altı kitabım var.,Yirmi dört kitabım yok.,Otuz altı kitabım yok.,Yirmi dörtten fazla kitabım yok.,"Yirmi dört kitabım var, hatta otuz altı kitabım var.","Yirmi dört kitabım var, belki de otuz altı kitabım var.",Yirmi dört kitabım var ama otuz altı kitabım yok.,"Otuz altı kitabım yok, hatta yirmi dört kitabım bile yok.","Otuz altı kitabım yok, belki yirmi dört kitabım bile yok.",Otuz altı kitabım yok ama yirmi dört kitabım var.,Yirmi dörtten az kitabım var.,En fazla yirmi üç kitabım var.,En az bir tane kitabım var.
yirmi dört-otuz altı,Geçen yıl yirmi dört kişiye vize vermişler.,Geçen yıl otuz altı kişiye vize vermişler.,Geçen yıl yirmi dört kişiye vize vermemişler.,Geçen yıl otuz altı kişiye vize vermemişler.,Geçen yıl yirmi dört kişiden fazlasına vize vermemişler.,"Geçen yıl yirmi dört kişiye vize vermişler, hatta otuz altı kişiye vize vermişler.","Geçen yıl yirmi dört kişiye vize vermişler, belki de otuz altı kişiye vize vermişler.",Geçen yıl yirmi dört kişiye vize vermişler ama otuz altı kişiye vize vermemişler.,"Geçen yıl otuz altı kişiye vize vermemişler, hatta yirmi dört kişiye bile vize vermemişler.","Geçen yıl otuz altı kişiye vize vermemişler, belki yirmi dört kişiye bile vize vermemişler.",Geçen yıl otuz altı kişiye vize vermemişler ama yirmi dört kişiye vize vermişler.,Geçen yıl yirmi dört kişiden azına vize vermişler.,Geçen yıl en fazla yirmi üç kişiye vize vermişler.,Geçen yıl en az bir tane kişiye vize vermişler.
yirmi dört-otuz altı,Bu yıl yirmi dört kişi işe alınacak.,Bu yıl otuz altı kişi işe alınacak.,Bu yıl yirmi dört kişi işe alınmayacak.,Bu yıl otuz altı kişi işe alınmayacak.,Bu yıl yirmi dört kişiden fazlası işe alınmayacak.,"Bu yıl yirmi dört kişi işe alınacak, hatta otuz altı kişi işe alınacak.","Bu yıl yirmi dört kişi işe alınacak, belki de otuz altı kişi işe alınacak.",Bu yıl yirmi dört kişi işe alınacak ama otuz altı kişi işe alınmayacak.,"Bu yıl otuz altı kişi işe alınmayacak, hatta yirmi dört kişi bile işe alınmayacak.","Bu yıl otuz altı kişi işe alınmayacak, belki yirmi dört kişi bile işe alınmayacak.",Bu yıl otuz altı kişi işe alınmayacak ama yirmi dört kişi işe alınacak.,Bu yıl yirmi dört kişiden azı işe alınacak.,Bu yıl en fazla yirmi üç kişi işe alınacak.,Bu yıl en az bir tane kişi işe alınacak.
yirmi dört-otuz altı,Bu yıl yirmi dört kişi işten çıkarılacak.,Bu yıl otuz altı kişi işten çıkarılacak.,Bu yıl yirmi dört kişi işten çıkarılmayacak.,Bu yıl otuz altı kişi işten çıkarılmayacak.,Bu yıl yirmi dört kişiden fazlası işten çıkarılmayacak.,"Bu yıl yirmi dört kişi işten çıkarılacak, hatta otuz altı kişi işten çıkarılacak.","Bu yıl yirmi dört kişi işten çıkarılacak, belki de otuz altı kişi işten çıkarılacak.",Bu yıl yirmi dört kişi işten çıkarılacak ama otuz altı kişi işten çıkarılmayacak.,"Bu yıl otuz altı kişi işten çıkarılmayacak, hatta yirmi dört kişi bile işten çıkarılmayacak.","Bu yıl otuz altı kişi işten çıkarılmayacak, belki yirmi dört kişi bile işten çıkarılmayacak.",Bu yıl otuz altı kişi işten çıkarılmayacak ama yirmi dört kişi işten çıkarılacak.,Bu yıl yirmi dört kişiden azı işten çıkarılacak.,Bu yıl en fazla yirmi üç kişi işten çıkarılacak.,Bu yıl en az bir tane kişi işten çıkarılacak.
yirmi dört-otuz altı,Fabrikada yirmi dört tane boru var.,Fabrikada otuz altı tane boru var.,Fabrikada yirmi dört tane boru yok.,Fabrikada otuz altı tane boru yok.,Fabrikada yirmi dört tane borudan fazlası yok.,"Fabrikada yirmi dört tane boru var, hatta otuz altı tane boru var.","Fabrikada yirmi dört tane boru var, belki de otuz altı tane boru var.",Fabrikada yirmi dört tane boru var ama otuz altı tane boru yok.,"Fabrikada otuz altı tane boru yok, hatta yirmi dört tane boru bile yok.","Fabrikada otuz altı tane boru yok, belki yirmi dört tane boru bile yok.",Fabrikada otuz altı tane boru yok ama yirmi dört tane boru var.,Fabrikada yirmi dört tane borudan azı var.,Fabrikada en fazla yirmi üç tane boru var.,Fabrikada en az bir tane boru var.
yirmi dört-otuz altı,Kitap ödülü yirmi dört kişiye verilecek.,Kitap ödülü otuz altı kişiye verilecek.,Kitap ödülü yirmi dört kişiye verilmeyecek.,Kitap ödülü otuz altı kişiye verilmeyecek.,Kitap ödülü yirmi dört kişiden fazlasına verilmeyecek.,"Kitap ödülü yirmi dört kişiye verilecek, hatta otuz altı kişiye verilecek.","Kitap ödülü yirmi dört kişiye verilecek, belki de otuz altı kişiye verilecek.",Kitap ödülü yirmi dört kişiye verilecek ama otuz altı kişiye verilmeyecek.,"Kitap ödülü otuz altı kişiye verilmeyecek, hatta yirmi dört kişiye bile verilmeyecek.","Kitap ödülü otuz altı kişiye verilmeyecek, belki yirmi dört kişiye bile verilmeyecek.",Kitap ödülü otuz altı kişiye verilmeyecek ama yirmi dört kişiye verilecek.,Kitap ödülü yirmi dört kişiden azına verilecek.,Kitap ödülü en fazla yirmi üç kişiye verilecek.,Kitap ödülü en az bir tane kişiye verilecek.
yirmi dört-otuz altı,Bu saate kadar yirmi dört telefon satmış.,Bu saate kadar otuz altı telefon satmış.,Bu saate kadar yirmi dört telefon satmamış.,Bu saate kadar otuz altı telefon satmamış.,Bu saate kadar yirmi dört telefondan fazlasını satmamış.,"Bu saate kadar yirmi dört telefon satmış, hatta otuz altı telefon satmış.","Bu saate kadar yirmi dört telefon satmış, belki de otuz altı telefon satmış.",Bu saate kadar yirmi dört telefon satmış ama otuz altı telefon satmamış.,"Bu saate kadar otuz altı telefon satmamış, hatta yirmi dört telefon bile satmamış.","Bu saate kadar otuz altı telefon satmamış, belki yirmi dört telefon bile satmamış.",Bu saate kadar otuz altı telefon satmamış ama yirmi dört telefon satmış.,Bu saate kadar yirmi dört telefondan azını satmış.,Bu saate kadar en fazla yirmi üç telefon satmış.,Bu saate kadar en az bir tane telefon satmış.
yirmi dört-otuz altı,Son turda yirmi dört kişi yarışacak.,Son turda otuz altı kişi yarışacak.,Son turda yirmi dört kişi yarışmayacak.,Son turda otuz altı kişi yarışmayacak.,Son turda yirmi dört kişiden fazlası yarışmayacak.,"Son turda yirmi dört kişi yarışacak, hatta otuz altı kişi yarışacak.","Son turda yirmi dört kişi yarışacak, belki de otuz altı kişi yarışacak.",Son turda yirmi dört kişi yarışacak ama otuz altı kişi yarışmayacak.,"Son turda otuz altı kişi yarışmayacak, hatta yirmi dört kişi bile yarışmayacak.","Son turda otuz altı kişi yarışmayacak, belki yirmi dört kişi bile yarışmayacak.",Son turda otuz altı kişi yarışmayacak ama yirmi dört kişi yarışacak.,Son turda yirmi dört kişiden azı yarışacak.,Son turda en fazla yirmi üç kişi yarışacak.,Son turda en az bir tane kişi yarışacak.
yirmi beş-kırk,Yirmi beş dil konuşuyor.,Kırk dil konuşuyor.,Yirmi beş dil konuşmuyor.,Kırk dil konuşmuyor.,Yirmi beşten fazla dil konuşmuyor.,"Yirmi beş dil konuşuyor, hatta kırk dil konuşuyor.","Yirmi beş dil konuşuyor, belki de kırk dil konuşuyor.",Yirmi beş dil konuşuyor ama kırk dil konuşmuyor.,"Kırk dil konuşmuyor, hatta yirmi beş dil bile konuşmuyor.","Kırk dil konuşmuyor, belki yirmi beş dil bile konuşmuyor.",Kırk dil konuşmuyor ama yirmi beş dil konuşuyor.,Yirmi beşten az dil konuşuyor.,En fazla yirmi dört dil konuşuyor.,En az bir tane dil konuşuyor.
yirmi beş-kırk,Yirmi beş evden kaçtık.,Kırk evden kaçtık.,Yirmi beş evden kaçmadık.,Kırk evden kaçmadık.,Yirmi beşten fazla evden kaçmadık.,"Yirmi beş evden kaçtık, hatta kırk evden kaçtık.","Yirmi beş evden kaçtık, belki de kırk evden kaçtık.",Yirmi beş evden kaçtık ama kırk evden kaçmadık.,"Kırk evden kaçmadık, hatta yirmi beş evden bile kaçmadık.","Kırk evden kaçmadık, belki yirmi beş evden bile kaçmadık.",Kırk evden kaçmadık ama yirmi beş evden kaçtık.,Yirmi beşten az evden kaçtık.,En fazla yirmi dört evden kaçtık.,En az bir tane evden kaçtık.
yirmi beş-kırk,Yirmi beş şirkete hizmet verdik.,Kırk şirkete hizmet verdik.,Yirmi beş şirkete hizmet vermedik.,Kırk şirkete hizmet vermedik.,Yirmi beşten fazla şirkete hizmet vermedik.,"Yirmi beş şirkete hizmet verdik, hatta kırk şirkete hizmet verdik.","Yirmi beş şirkete hizmet verdik, belki de kırk şirkete hizmet verdik.",Yirmi beş şirkete hizmet verdik ama kırk şirkete hizmet vermedik.,"Kırk şirkete hizmet vermedik, hatta yirmi beş şirkete bile hizmet vermedik.","Kırk şirkete hizmet vermedik, belki yirmi beş şirkete bile hizmet vermedik.",Kırk şirkete hizmet vermedik ama yirmi beş şirkete hizmet verdik.,Yirmi beşten az şirkete hizmet verdik.,En fazla yirmi dört şirkete hizmet verdik.,En az bir tane şirkete hizmet verdik.
yirmi beş-kırk,Yirmi beş ülkeyi ziyaret ettik.,Kırk ülkeyi ziyaret ettik.,Yirmi beş ülkeyi ziyaret etmedik.,Kırk ülkeyi ziyaret etmedik.,Yirmi beşten fazla ülkeyi ziyaret etmedik.,"Yirmi beş ülkeyi ziyaret ettik, hatta kırk ülkeyi ziyaret ettik.","Yirmi beş ülkeyi ziyaret ettik, belki de kırk ülkeyi ziyaret ettik.",Yirmi beş ülkeyi ziyaret ettik ama kırk ülkeyi ziyaret etmedik.,"Kırk ülkeyi ziyaret etmedik, hatta yirmi beş ülkeyi bile ziyaret etmedik.","Kırk ülkeyi ziyaret etmedik, belki yirmi beş ülkeyi bile ziyaret etmedik.",Kırk ülkeyi ziyaret etmedik ama yirmi beş ülkeyi ziyaret ettik.,Yirmi beşten az ülkeyi ziyaret ettik.,En fazla yirmi dört ülkeyi ziyaret ettik.,En az bir tane ülkeyi ziyaret ettik.
yirmi beş-kırk,Onardığımız yirmi beş koltuk satılmış.,Onardığımız kırk koltuk satılmış.,Onardığımız yirmi beş koltuk satılmamış.,Onardığımız kırk koltuk satılmamış.,Onardığımız yirmi beşten fazla koltuk satılmamış.,"Onardığımız yirmi beş koltuk satılmış, hatta kırk koltuk satılmış.","Onardığımız yirmi beş koltuk satılmış, belki de kırk koltuk satılmış.",Onardığımız yirmi beş koltuk satılmış ama kırk koltuk satılmamış.,"Onardığımız kırk koltuk satılmamış, hatta yirmi beş koltuk bile satılmamış.","Onardığımız kırk koltuk satılmamış, belki yirmi beş koltuk bile satılmamış.",Onardığımız kırk koltuk satılmamış ama yirmi beş koltuk satılmış.,Onardığımız yirmi beşten az koltuk satılmış.,En fazla yirmi dört koltuk satılmış.,En az bir tane koltuk satılmış.
yirmi beş-kırk,Yirmi beş davayı incelemiştik.,Kırk davayı incelemiştik.,Yirmi beş davayı incelememiştik.,Kırk davayı incelememiştik.,Yirmi beşten fazla davayı incelememiştik.,"Yirmi beş davayı incelemiştik, hatta kırk davayı incelemiştik.","Yirmi beş davayı incelemiştik, belki de kırk davayı incelemiştik.",Yirmi beş davayı incelemiştik ama kırk davayı incelememiştik.,"Kırk davayı incelememiştik, hatta yirmi beş davayı bile incelememiştik.","Kırk davayı incelememiştik, belki yirmi beş davayı bile incelememiştik.",Kırk davayı incelememiştik ama yirmi beş davayı incelemiştik.,Yirmi beşten az davayı incelemiştik.,En fazla yirmi dört davayı incelemiştik.,En az bir tane davayı incelemiştik.
yirmi beş-kırk,Yirmi beş dakika hakaret etti.,Kırk dakika hakaret etti.,Yirmi beş dakika hakaret etmedi.,Kırk dakika hakaret etmedi.,Yirmi beşten fazla dakika hakaret etmedi.,"Yirmi beş dakika hakaret etti, hatta kırk dakika hakaret etti.","Yirmi beş dakika hakaret etti, belki de kırk dakika hakaret etti.",Yirmi beş dakika hakaret etti ama kırk dakika hakaret etmedi.,"Kırk dakika hakaret etmedi, hatta yirmi beş dakika bile hakaret etmedi.","Kırk dakika hakaret etmedi, belki yirmi beş dakika bile hakaret etmedi.",Kırk dakika hakaret etmedi ama yirmi beş dakika hakaret etti.,Yirmi beşten az dakika hakaret etti.,En fazla yirmi dört dakika hakaret etti.,En az bir tane dakika hakaret etti.
yirmi beş-kırk,Yirmi beş dakika hareket etmiştiniz.,Kırk dakika hareket etmiştiniz.,Yirmi beş dakika hareket etmemiştiniz.,Kırk dakika hareket etmemiştiniz.,Yirmi beşten fazla dakika hareket etmemiştiniz.,"Yirmi beş dakika hareket etmiştiniz, hatta kırk dakika hareket etmiştiniz.","Yirmi beş dakika hareket etmiştiniz, belki de kırk dakika hareket etmiştiniz.",Yirmi beş dakika hareket etmiştiniz ama kırk dakika hareket etmemiştiniz.,"Kırk dakika hareket etmemiştiniz, hatta yirmi beş dakika bile hareket etmemiştiniz.","Kırk dakika hareket etmemiştiniz, belki yirmi beş dakika bile hareket etmemiştiniz.",Kırk dakika hareket etmemiştiniz ama yirmi beş dakika hareket etmiştiniz.,Yirmi beşten az dakika hareket etmiştiniz.,En fazla yirmi dört dakika hareket etmiştiniz.,En az bir tane dakika hareket etmiştiniz.
yirmi beş-kırk,Yirmi beş dakika istirahat ettim.,Kırk dakika istirahat ettim.,Yirmi beş dakika istirahat etmedim.,Kırk dakika istirahat etmedim.,Yirmi beşten fazla dakika istirahat etmedim.,"Yirmi beş dakika istirahat ettim, hatta kırk dakika istirahat ettim.","Yirmi beş dakika istirahat ettim, belki de kırk dakika istirahat ettim.",Yirmi beş dakika istirahat ettim ama kırk dakika istirahat etmedim.,"Kırk dakika istirahat etmedim, hatta yirmi beş dakika bile istirahat etmedim.","Kırk dakika istirahat etmedim, belki yirmi beş dakika bile istirahat etmedim.",Kırk dakika istirahat etmedim ama yirmi beş dakika istirahat ettim.,Yirmi beşten az dakika istirahat ettim.,En fazla yirmi dört dakika istirahat ettim.,En az bir tane dakika istirahat ettim.
